ID,Route,Section,Component/root,Purpose,Current visual container,Current background,Transition in,Transition out,Relationship to previous,Relationship to next
S0629,/links/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Continue through the public profile and work
S0630,/links/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0631,/links/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Continue through the public profile and work,Prepares Shared page ending / footer
S0632,/no-hype/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 422px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0633,/no-hype/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 816px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares AI does not certify LMD quality.
S0634,/no-hype/,AI does not certify LMD quality.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 142px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Monitoring does not replace inspection.
S0635,/no-hype/,Monitoring does not replace inspection.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 142px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows AI does not certify LMD quality.,Prepares Confidence is not approval.
S0636,/no-hype/,Confidence is not approval.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 174px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Monitoring does not replace inspection.,Prepares A repairability screening band is not repair approval.
S0637,/no-hype/,A repairability screening band is not repair approval.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 174px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Confidence is not approval.,Prepares RFQ structure is not commercial feasibility.
S0638,/no-hype/,RFQ structure is not commercial feasibility.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 142px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows A repairability screening band is not repair approval.,Prepares Public context is not confidential case disclosure.
S0639,/no-hype/,Public context is not confidential case disclosure.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 142px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows RFQ structure is not commercial feasibility.,Prepares Exafuse performs company review.
S0640,/no-hype/,Exafuse performs company review.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 118px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Public context is not confidential case disclosure.,Prepares an unlabeled structural region
S0641,/no-hype/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 324px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows Exafuse performs company review.,Prepares an unlabeled structural region
S0642,/no-hype/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Shared page ending / footer
S0643,/playbooks/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 500px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0644,/playbooks/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 11138px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0645,/playbooks/,ordered-card-strong scroll-mt-24 p-6 md:p-7,ordered-card-strong scroll-mt-24 p-6 md:p-7,Develop the page's primary narrative or task,article depth 3; 2672px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0646,/playbooks/,ordered-card-strong scroll-mt-24 p-6 md:p-7,ordered-card-strong scroll-mt-24 p-6 md:p-7,Develop the page's primary narrative or task,article depth 3; 2672px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0647,/playbooks/,ordered-card-strong scroll-mt-24 p-6 md:p-7,ordered-card-strong scroll-mt-24 p-6 md:p-7,Develop the page's primary narrative or task,article depth 3; 2610px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0648,/playbooks/,ordered-card-strong scroll-mt-24 p-6 md:p-7,ordered-card-strong scroll-mt-24 p-6 md:p-7,Develop the page's primary narrative or task,article depth 3; 2918px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0649,/playbooks/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Shared page ending / footer
S0650,/press-kit/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 624px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0651,/press-kit/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 908px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0652,/press-kit/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1024px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0653,/press-kit/,ordered-card-strong p-6,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 615px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0654,/press-kit/,ordered-card-strong p-6,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 615px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0655,/press-kit/,ordered-card-strong p-6,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 615px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0656,/press-kit/,ordered-card-strong p-6,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 615px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0657,/press-kit/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 937px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0658,/press-kit/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1930px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0659,/press-kit/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 1651px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0660,/press-kit/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Continue through the public profile and work
S0661,/press-kit/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0662,/press-kit/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Continue through the public profile and work,Prepares Shared page ending / footer
S0663,/profile/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 1103px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0664,/profile/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Continue through the public profile and work
S0665,/profile/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0666,/profile/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Continue through the public profile and work,Prepares Shared page ending / footer
S0667,/profile/public-profile/,site-shell info-page__masthead grid gap-10,site-shell info-page__masthead grid gap-10,Orient the visitor and establish the page promise,section depth 1; 624px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Global header / page start,Prepares an unlabeled structural region
S0668,/profile/public-profile/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 1135px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0669,/profile/public-profile/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 429px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0670,/profile/public-profile/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 580px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0671,/profile/public-profile/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 339px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0672,/profile/public-profile/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Continue through the public profile and work
S0673,/profile/public-profile/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0674,/profile/public-profile/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Continue through the public profile and work,Prepares Shared page ending / footer
S0675,/public-work/,site-shell section-y public-work-index__masthead,site-shell section-y public-work-index__masthead,Orient the visitor and establish the page promise,section depth 1; 797px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0676,/public-work/,band public-work-index__context-band,band public-work-index__context-band,Support scanning and route discovery,section depth 1; 270px,"rgb(15, 14, 13)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0677,/public-work/,site-shell section-y public-work-index__established,site-shell section-y public-work-index__established,Support scanning and route discovery,section depth 1; 911px,"rgba(0, 0, 0, 0)",surface reset,surface reset,Follows an unlabeled structural region,Prepares Process monitoring
S0678,/public-work/,Process monitoring,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 159px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Machine vision
S0679,/public-work/,Machine vision,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 159px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Process monitoring,Prepares Robotic workflows
S0680,/public-work/,Robotic workflows,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 159px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Machine vision,Prepares Industrial repair
S0681,/public-work/,Industrial repair,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 159px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Robotic workflows,Prepares RFQ intelligence
S0682,/public-work/,RFQ intelligence,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 135px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Industrial repair,Prepares an unlabeled structural region
S0683,/public-work/,band section-y public-work-index__proof,band section-y public-work-index__proof,"Present inspectable evidence, source context, or limitations",section depth 1; 1851px,"rgb(23, 24, 23)",surface reset,surface reset,Follows RFQ intelligence,Prepares an unlabeled structural region
S0684,/public-work/,rounded-lg border border-cyan-300/20 bg-cyan-300/10,rounded-lg border border-cyan-300/20 bg-cyan-300/10,Provide supporting context without interrupting the primary flow,aside depth 3; 114px,"rgba(103, 232, 249, 0.1)",surface reset,surface reset,Follows an unlabeled structural region,Prepares Duisburg Bridge Components
S0685,/public-work/,Duisburg Bridge Components,ordered-card-strong public-work-index__case-card p-6,Support scanning and route discovery,article depth 4; 634px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Forging Hammer Repair
S0686,/public-work/,Forging Hammer Repair,ordered-card-strong public-work-index__case-card p-6,Support scanning and route discovery,article depth 4; 634px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Duisburg Bridge Components,Prepares Nobufil Extrusion Screw Repair
S0687,/public-work/,Nobufil Extrusion Screw Repair,ordered-card-strong public-work-index__case-card p-6,Support scanning and route discovery,article depth 4; 610px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Forging Hammer Repair,Prepares 130 mm Build-and-Coat Drill
S0688,/public-work/,130 mm Build-and-Coat Drill,ordered-card-strong public-work-index__case-card p-6,Support scanning and route discovery,article depth 4; 610px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows Nobufil Extrusion Screw Repair,Prepares an unlabeled structural region
S0689,/public-work/,site-shell section-y public-work-index__collections,site-shell section-y public-work-index__collections,Support scanning and route discovery,section depth 1; 1478px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows 130 mm Build-and-Coat Drill,Prepares an unlabeled structural region
S0690,/public-work/,public-work-index__collection border-t border-white/10 pt-8,public-work-index__collection border-t border-white/10 pt-8,Support scanning and route discovery,section depth 3; 420px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0691,/public-work/,public-work-index__collection border-t border-white/10 pt-8,public-work-index__collection border-t border-white/10 pt-8,Support scanning and route discovery,section depth 3; 268px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0692,/public-work/,public-work-index__collection border-t border-white/10 pt-8,public-work-index__collection border-t border-white/10 pt-8,Support scanning and route discovery,section depth 3; 220px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0693,/public-work/,public-work-index__collection border-t border-white/10 pt-8,public-work-index__collection border-t border-white/10 pt-8,Support scanning and route discovery,section depth 3; 220px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0694,/public-work/,site-shell section-y public-work-index__sources,site-shell section-y public-work-index__sources,"Present inspectable evidence, source context, or limitations",section depth 1; 1626px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0695,/public-work/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Continue through the public profile and work
S0696,/public-work/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0697,/public-work/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Continue through the public profile and work,Prepares Shared page ending / footer
S0698,/research/,site-shell research-index__masthead,site-shell research-index__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0699,/research/,Research resources,research-index__listing,"Present inspectable evidence, source context, or limitations",section depth 1; 601px,"rgb(15, 14, 13)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0700,/research/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Shared page ending / footer
S0701,/research/core-lmd-ai-sources/,Core Sources for AI and Laser Metal Deposition,research-article,"Present inspectable evidence, source context, or limitations",article depth 0; 5768px,"rgb(10, 11, 11)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0702,/research/core-lmd-ai-sources/,site-shell research-article__masthead,site-shell research-article__masthead,Orient the visitor and establish the page promise,header depth 1; 595px,"rgba(0, 0, 0, 0)",surface reset,surface reset,Follows Core Sources for AI and Laser Metal Deposition,Prepares an unlabeled structural region
S0703,/research/core-lmd-ai-sources/,research-article__operating-model,research-article__operating-model,Develop the page's primary narrative or task,section depth 1; 333px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares Open the linked source
S0704,/research/core-lmd-ai-sources/,Open the linked source,ordered-card-strong p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 159px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Use it for its stated role
S0705,/research/core-lmd-ai-sources/,Use it for its stated role,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 3; 159px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Open the linked source,Prepares Stop where the evidence stops
S0706,/research/core-lmd-ai-sources/,Stop where the evidence stops,ordered-card-strong p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 159px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows Use it for its stated role,Prepares an unlabeled structural region
S0707,/research/core-lmd-ai-sources/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 2288px,"rgba(0, 0, 0, 0)",surface reset,surface reset,Follows Stop where the evidence stops,Prepares NIST Directed Energy Deposition overview
S0708,/research/core-lmd-ai-sources/,NIST Directed Energy Deposition overview,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 447px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares ISO/ASTM 52900:2021 — Fundamentals and vocabulary
S0709,/research/core-lmd-ai-sources/,ISO/ASTM 52900:2021 — Fundamentals and vocabulary,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 447px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows NIST Directed Energy Deposition overview,Prepares ASTM F3187 — Guide for Directed Energy Deposition of Metals
S0710,/research/core-lmd-ai-sources/,ASTM F3187 — Guide for Directed Energy Deposition of Metals,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 419px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows ISO/ASTM 52900:2021 — Fundamentals and vocabulary,Prepares Directed Energy Deposition (DED) Process: State of the Art
S0711,/research/core-lmd-ai-sources/,Directed Energy Deposition (DED) Process: State of the Art,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 419px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows ASTM F3187 — Guide for Directed Energy Deposition of Metals,Prepares Laser metal deposition of lattice structures by columnar built-up
S0712,/research/core-lmd-ai-sources/,Laser metal deposition of lattice structures by columnar built-up,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 477px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Directed Energy Deposition (DED) Process: State of the Art,"Prepares In-situ, Parallel Monitoring of Relative Temperature, Material Emission, and Laser Reflection in Powder-blown Directed Energy Deposition"
S0713,/research/core-lmd-ai-sources/,"In-situ, Parallel Monitoring of Relative Temperature, Material Emission, and Laser Reflection in Powder-blown Directed Energy Deposition",research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 477px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Laser metal deposition of lattice structures by columnar built-up,Prepares In-situ monitoring and deformation characterization by optical techniques; part I: Laser-aided direct metal deposition for additive manufacturing
S0714,/research/core-lmd-ai-sources/,In-situ monitoring and deformation characterization by optical techniques; part I: Laser-aided direct metal deposition for additive manufacturing,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 477px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,"Follows In-situ, Parallel Monitoring of Relative Temperature, Material Emission, and Laser Reflection in Powder-blown Directed Energy Deposition",Prepares NIST AI Risk Management Framework
S0715,/research/core-lmd-ai-sources/,NIST AI Risk Management Framework,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 477px,"rgb(15, 17, 16)",same canvas / spacing gap,surface reset,Follows In-situ monitoring and deformation characterization by optical techniques; part I: Laser-aided direct metal deposition for additive manufacturing,Prepares an unlabeled structural region
S0716,/research/core-lmd-ai-sources/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 620px,"rgba(0, 0, 0, 0.24)",surface reset,surface reset,Follows NIST AI Risk Management Framework,Prepares an unlabeled structural region
S0717,/research/core-lmd-ai-sources/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1653px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0718,/research/core-lmd-ai-sources/,site-shell research-article__boundary,site-shell research-article__boundary,Develop the page's primary narrative or task,section depth 1; 279px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0719,/research/core-lmd-ai-sources/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Follow the LMD/DED evidence trail
S0720,/research/core-lmd-ai-sources/,Follow the LMD/DED evidence trail,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0721,/research/core-lmd-ai-sources/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Follow the LMD/DED evidence trail,Prepares Shared page ending / footer
S0722,/resources/,site-shell resources-index__masthead,site-shell resources-index__masthead,Orient the visitor and establish the page promise,header depth 1; 524px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0723,/resources/,Resources by intent,resources-index__groups,"Present inspectable evidence, source context, or limitations",section depth 1; 5233px,"rgb(15, 14, 13)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0724,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 656px,"rgba(0, 0, 0, 0)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0725,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 467px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0726,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 634px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0727,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 507px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0728,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 674px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0729,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 674px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0730,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 968px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0731,/resources/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Turn vague requests into usable LMD data
S0732,/resources/,Turn vague requests into usable LMD data,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,"rgba(0, 0, 0, 0)",same canvas / spacing gap,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0733,/resources/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,"rgb(15, 14, 13)",surface reset,same canvas / spacing gap,Follows Turn vague requests into usable LMD data,Prepares Shared page ending / footer
S0734,/review/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 569px,"rgb(10, 11, 11)",same canvas / spacing gap,surface reset,Follows Global header / page start,Prepares an unlabeled structural region
S0735,/review/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 943px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0736,/review/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1864px,"rgba(0, 0, 0, 0)",surface reset,surface reset,Follows an unlabeled structural region,Prepares an unlabeled structural region
S0737,/review/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 392px,"rgb(23, 24, 23)",surface reset,surface reset,Follows an unlabeled structural region,Prepares Observed clarity
S0738,/review/,Observed clarity,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 199px,"rgb(15, 17, 16)",surface reset,same canvas / spacing gap,Follows an unlabeled structural region,Prepares Technical or personal intake
S0739,/review/,Technical or personal intake,ordered-card p-6,Develop the page's primary narrative or task,article depth 3; 199px,"rgb(15, 17, 16)",same canvas / spacing gap,same canvas / spacing gap,Follows Observed clarity,"Prepares Ready to test, not yet tested"
