ID,Route,Section,Component/root,Purpose,Layout,Scene type,Visual weight,Transition in,Transition out
S0618,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,lab-note-article__masthead,lab-note-article__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0619,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,Lab note takeaways,lab-note-article__supporting,Provide supporting context without interrupting the primary flow,aside depth 2; 497px,Narrative,substantial,same canvas / spacing gap,surface reset
S0620,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,rounded-lg border p-5 border-cyan-300/25,rounded-lg border p-5 border-cyan-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0621,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,rounded-lg border p-5 border-orange-300/25,rounded-lg border p-5 border-orange-300/25,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0622,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,rounded-lg border p-5 border-white/10,rounded-lg border p-5 border-white/10,Provide supporting context without interrupting the primary flow,aside depth 3; 155px,Narrative,supporting,surface reset,surface reset
S0623,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,lab-note-article__footer,lab-note-article__footer,Conclude the current path and route the next action,footer depth 1; 560px,Utility/recovery,substantial,surface reset,same canvas / spacing gap
S0624,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,mt-12 grid gap-8 lg:grid-cols-2,mt-12 grid gap-8 lg:grid-cols-2,Develop the page's primary narrative or task,section depth 2; 448px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0625,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0626,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,Connect this note to the framework layer,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0627,/lab-notes/why-many-lmd-rfqs-fail-before-engineering-review/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0628,/links/,site-shell info-page__masthead py-16 md:py-20,site-shell info-page__masthead py-16 md:py-20,Orient the visitor and establish the page promise,section depth 1; 497px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0629,/links/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0630,/links/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0631,/links/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0632,/no-hype/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 422px,Brand,supporting,same canvas / spacing gap,surface reset
S0633,/no-hype/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 816px,Narrative,substantial,surface reset,surface reset
S0634,/no-hype/,AI does not certify LMD quality.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 142px,Narrative,supporting,surface reset,same canvas / spacing gap
S0635,/no-hype/,Monitoring does not replace inspection.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 142px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0636,/no-hype/,Confidence is not approval.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 174px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0637,/no-hype/,A repairability screening band is not repair approval.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 174px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0638,/no-hype/,RFQ structure is not commercial feasibility.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 142px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0639,/no-hype/,Public context is not confidential case disclosure.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 142px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0640,/no-hype/,Exafuse performs company review.,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 118px,Instrument,supporting,same canvas / spacing gap,surface reset
S0641,/no-hype/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 324px,Narrative,supporting,surface reset,same canvas / spacing gap
S0642,/no-hype/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,Instrument,supporting,same canvas / spacing gap,same canvas / spacing gap
S0643,/playbooks/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 500px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0644,/playbooks/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 11138px,Narrative,dominant,same canvas / spacing gap,surface reset
S0645,/playbooks/,ordered-card-strong scroll-mt-24 p-6 md:p-7,ordered-card-strong scroll-mt-24 p-6 md:p-7,Develop the page's primary narrative or task,article depth 3; 2672px,Narrative,dominant,surface reset,same canvas / spacing gap
S0646,/playbooks/,ordered-card-strong scroll-mt-24 p-6 md:p-7,ordered-card-strong scroll-mt-24 p-6 md:p-7,Develop the page's primary narrative or task,article depth 3; 2672px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0647,/playbooks/,ordered-card-strong scroll-mt-24 p-6 md:p-7,ordered-card-strong scroll-mt-24 p-6 md:p-7,Develop the page's primary narrative or task,article depth 3; 2610px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0648,/playbooks/,ordered-card-strong scroll-mt-24 p-6 md:p-7,ordered-card-strong scroll-mt-24 p-6 md:p-7,Develop the page's primary narrative or task,article depth 3; 2918px,Narrative,dominant,same canvas / spacing gap,surface reset
S0649,/playbooks/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,Instrument,supporting,surface reset,same canvas / spacing gap
S0650,/press-kit/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 624px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0651,/press-kit/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 908px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0652,/press-kit/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1024px,Narrative,dominant,same canvas / spacing gap,surface reset
S0653,/press-kit/,ordered-card-strong p-6,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 615px,Narrative,substantial,surface reset,same canvas / spacing gap
S0654,/press-kit/,ordered-card-strong p-6,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 615px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0655,/press-kit/,ordered-card-strong p-6,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 615px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0656,/press-kit/,ordered-card-strong p-6,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 615px,Narrative,substantial,same canvas / spacing gap,surface reset
S0657,/press-kit/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 937px,Narrative,dominant,surface reset,same canvas / spacing gap
S0658,/press-kit/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1930px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0659,/press-kit/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 1651px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0660,/press-kit/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0661,/press-kit/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0662,/press-kit/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0663,/profile/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 1103px,Brand,dominant,same canvas / spacing gap,same canvas / spacing gap
S0664,/profile/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0665,/profile/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0666,/profile/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0667,/profile/public-profile/,site-shell info-page__masthead grid gap-10,site-shell info-page__masthead grid gap-10,Orient the visitor and establish the page promise,section depth 1; 624px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0668,/profile/public-profile/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 1135px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0669,/profile/public-profile/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 429px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0670,/profile/public-profile/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 580px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0671,/profile/public-profile/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 339px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0672,/profile/public-profile/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0673,/profile/public-profile/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0674,/profile/public-profile/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0675,/public-work/,site-shell section-y public-work-index__masthead,site-shell section-y public-work-index__masthead,Orient the visitor and establish the page promise,section depth 1; 797px,Brand,substantial,same canvas / spacing gap,surface reset
S0676,/public-work/,band public-work-index__context-band,band public-work-index__context-band,Support scanning and route discovery,section depth 1; 270px,Narrative,supporting,surface reset,surface reset
S0677,/public-work/,site-shell section-y public-work-index__established,site-shell section-y public-work-index__established,Support scanning and route discovery,section depth 1; 911px,Narrative,dominant,surface reset,surface reset
S0678,/public-work/,Process monitoring,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 159px,Narrative,supporting,surface reset,same canvas / spacing gap
S0679,/public-work/,Machine vision,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 159px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0680,/public-work/,Robotic workflows,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 159px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0681,/public-work/,Industrial repair,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 159px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0682,/public-work/,RFQ intelligence,ordered-card-strong public-work-index__work-card p-5,Support scanning and route discovery,article depth 4; 135px,Narrative,supporting,same canvas / spacing gap,surface reset
S0683,/public-work/,band section-y public-work-index__proof,band section-y public-work-index__proof,"Present inspectable evidence, source context, or limitations",section depth 1; 1851px,Reference,dominant,surface reset,surface reset
S0684,/public-work/,rounded-lg border border-cyan-300/20 bg-cyan-300/10,rounded-lg border border-cyan-300/20 bg-cyan-300/10,Provide supporting context without interrupting the primary flow,aside depth 3; 114px,Narrative,supporting,surface reset,surface reset
S0685,/public-work/,Duisburg Bridge Components,ordered-card-strong public-work-index__case-card p-6,Support scanning and route discovery,article depth 4; 634px,Narrative,substantial,surface reset,same canvas / spacing gap
S0686,/public-work/,Forging Hammer Repair,ordered-card-strong public-work-index__case-card p-6,Support scanning and route discovery,article depth 4; 634px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0687,/public-work/,Nobufil Extrusion Screw Repair,ordered-card-strong public-work-index__case-card p-6,Support scanning and route discovery,article depth 4; 610px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0688,/public-work/,130 mm Build-and-Coat Drill,ordered-card-strong public-work-index__case-card p-6,Support scanning and route discovery,article depth 4; 610px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0689,/public-work/,site-shell section-y public-work-index__collections,site-shell section-y public-work-index__collections,Support scanning and route discovery,section depth 1; 1478px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0690,/public-work/,public-work-index__collection border-t border-white/10 pt-8,public-work-index__collection border-t border-white/10 pt-8,Support scanning and route discovery,section depth 3; 420px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0691,/public-work/,public-work-index__collection border-t border-white/10 pt-8,public-work-index__collection border-t border-white/10 pt-8,Support scanning and route discovery,section depth 3; 268px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0692,/public-work/,public-work-index__collection border-t border-white/10 pt-8,public-work-index__collection border-t border-white/10 pt-8,Support scanning and route discovery,section depth 3; 220px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0693,/public-work/,public-work-index__collection border-t border-white/10 pt-8,public-work-index__collection border-t border-white/10 pt-8,Support scanning and route discovery,section depth 3; 220px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0694,/public-work/,site-shell section-y public-work-index__sources,site-shell section-y public-work-index__sources,"Present inspectable evidence, source context, or limitations",section depth 1; 1626px,Reference,dominant,same canvas / spacing gap,same canvas / spacing gap
S0695,/public-work/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 439px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0696,/public-work/,Continue through the public profile and work,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0697,/public-work/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0698,/research/,site-shell research-index__masthead,site-shell research-index__masthead,Orient the visitor and establish the page promise,header depth 1; 569px,Utility/recovery,substantial,same canvas / spacing gap,surface reset
S0699,/research/,Research resources,research-index__listing,"Present inspectable evidence, source context, or limitations",section depth 1; 601px,Utility/recovery,substantial,surface reset,surface reset
S0700,/research/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,Instrument,supporting,surface reset,same canvas / spacing gap
S0701,/research/core-lmd-ai-sources/,Core Sources for AI and Laser Metal Deposition,research-article,"Present inspectable evidence, source context, or limitations",article depth 0; 5768px,Utility/recovery,dominant,same canvas / spacing gap,surface reset
S0702,/research/core-lmd-ai-sources/,site-shell research-article__masthead,site-shell research-article__masthead,Orient the visitor and establish the page promise,header depth 1; 595px,Utility/recovery,substantial,surface reset,surface reset
S0703,/research/core-lmd-ai-sources/,research-article__operating-model,research-article__operating-model,Develop the page's primary narrative or task,section depth 1; 333px,Utility/recovery,supporting,surface reset,surface reset
S0704,/research/core-lmd-ai-sources/,Open the linked source,ordered-card-strong p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 159px,Reference,supporting,surface reset,same canvas / spacing gap
S0705,/research/core-lmd-ai-sources/,Use it for its stated role,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 3; 159px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0706,/research/core-lmd-ai-sources/,Stop where the evidence stops,ordered-card-strong p-5,"Present inspectable evidence, source context, or limitations",article depth 3; 159px,Reference,supporting,same canvas / spacing gap,surface reset
S0707,/research/core-lmd-ai-sources/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 2288px,Narrative,dominant,surface reset,surface reset
S0708,/research/core-lmd-ai-sources/,NIST Directed Energy Deposition overview,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 447px,Utility/recovery,supporting,surface reset,same canvas / spacing gap
S0709,/research/core-lmd-ai-sources/,ISO/ASTM 52900:2021 — Fundamentals and vocabulary,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 447px,Utility/recovery,supporting,same canvas / spacing gap,same canvas / spacing gap
S0710,/research/core-lmd-ai-sources/,ASTM F3187 — Guide for Directed Energy Deposition of Metals,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 419px,Utility/recovery,supporting,same canvas / spacing gap,same canvas / spacing gap
S0711,/research/core-lmd-ai-sources/,Directed Energy Deposition (DED) Process: State of the Art,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 419px,Utility/recovery,supporting,same canvas / spacing gap,same canvas / spacing gap
S0712,/research/core-lmd-ai-sources/,Laser metal deposition of lattice structures by columnar built-up,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 477px,Utility/recovery,supporting,same canvas / spacing gap,same canvas / spacing gap
S0713,/research/core-lmd-ai-sources/,"In-situ, Parallel Monitoring of Relative Temperature, Material Emission, and Laser Reflection in Powder-blown Directed Energy Deposition",research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 477px,Utility/recovery,supporting,same canvas / spacing gap,same canvas / spacing gap
S0714,/research/core-lmd-ai-sources/,In-situ monitoring and deformation characterization by optical techniques; part I: Laser-aided direct metal deposition for additive manufacturing,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 477px,Instrument,supporting,same canvas / spacing gap,same canvas / spacing gap
S0715,/research/core-lmd-ai-sources/,NIST AI Risk Management Framework,research-source-card,"Present inspectable evidence, source context, or limitations",article depth 3; 477px,Utility/recovery,supporting,same canvas / spacing gap,surface reset
S0716,/research/core-lmd-ai-sources/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 620px,Narrative,substantial,surface reset,surface reset
S0717,/research/core-lmd-ai-sources/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1653px,Narrative,dominant,surface reset,same canvas / spacing gap
S0718,/research/core-lmd-ai-sources/,site-shell research-article__boundary,site-shell research-article__boundary,Develop the page's primary narrative or task,section depth 1; 279px,Utility/recovery,supporting,same canvas / spacing gap,same canvas / spacing gap
S0719,/research/core-lmd-ai-sources/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0720,/research/core-lmd-ai-sources/,Follow the LMD/DED evidence trail,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Reference,supporting,same canvas / spacing gap,surface reset
S0721,/research/core-lmd-ai-sources/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0722,/resources/,site-shell resources-index__masthead,site-shell resources-index__masthead,Orient the visitor and establish the page promise,header depth 1; 524px,Reference,substantial,same canvas / spacing gap,surface reset
S0723,/resources/,Resources by intent,resources-index__groups,"Present inspectable evidence, source context, or limitations",section depth 1; 5233px,Reference,dominant,surface reset,surface reset
S0724,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 656px,Reference,substantial,surface reset,same canvas / spacing gap
S0725,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 467px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0726,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 634px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0727,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 507px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0728,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 674px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0729,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 674px,Reference,substantial,same canvas / spacing gap,same canvas / spacing gap
S0730,/resources/,resources-index__group,resources-index__group,"Present inspectable evidence, source context, or limitations",section depth 3; 968px,Reference,dominant,same canvas / spacing gap,same canvas / spacing gap
S0731,/resources/,closing-path,closing-path,Conclude the current path and route the next action,section depth 0; 419px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0732,/resources/,Turn vague requests into usable LMD data,closing-path__header,Orient the visitor and establish the page promise,header depth 2; 119px,Narrative,supporting,same canvas / spacing gap,surface reset
S0733,/resources/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 109px,Instrument,supporting,surface reset,same canvas / spacing gap
S0734,/review/,site-shell info-page__masthead section-y,site-shell info-page__masthead section-y,Orient the visitor and establish the page promise,section depth 1; 569px,Brand,substantial,same canvas / spacing gap,surface reset
S0735,/review/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 943px,Narrative,dominant,surface reset,surface reset
S0736,/review/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 1864px,Narrative,dominant,surface reset,surface reset
S0737,/review/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 392px,Narrative,supporting,surface reset,surface reset
S0738,/review/,Observed clarity,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 199px,Narrative,supporting,surface reset,same canvas / spacing gap
S0739,/review/,Technical or personal intake,ordered-card p-6,Develop the page's primary narrative or task,article depth 3; 199px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0740,/review/,"Ready to test, not yet tested",ordered-card p-6,Develop the page's primary narrative or task,article depth 3; 199px,Narrative,supporting,same canvas / spacing gap,surface reset
S0741,/review/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,Instrument,supporting,surface reset,same canvas / spacing gap
S0742,/site-map/,site-shell info-page__masthead grid gap-10,site-shell info-page__masthead grid gap-10,Orient the visitor and establish the page promise,section depth 1; 569px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0743,/site-map/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 1152px,Narrative,dominant,same canvas / spacing gap,surface reset
S0744,/site-map/,I need to choose a process,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,Narrative,supporting,surface reset,same canvas / spacing gap
S0745,/site-map/,I need to assess repairability,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0746,/site-map/,I need to prepare an RFQ,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0747,/site-map/,I need to understand monitoring limits,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0748,/site-map/,I need sources/claims,ordered-card-strong p-5,"Present inspectable evidence, source context, or limitations",article depth 4; 231px,Reference,supporting,same canvas / spacing gap,same canvas / spacing gap
S0749,/site-map/,I am an AI agent,ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 231px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0750,/site-map/,"I need privacy, trust, or a correction path",ordered-card-strong p-5,Develop the page's primary narrative or task,article depth 4; 287px,Narrative,supporting,same canvas / spacing gap,surface reset
S0751,/site-map/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 5974px,Narrative,dominant,surface reset,surface reset
S0752,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 749px,Narrative,substantial,surface reset,same canvas / spacing gap
S0753,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 178px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0754,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 598px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0755,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 620px,Narrative,substantial,same canvas / spacing gap,same canvas / spacing gap
S0756,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 1046px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0757,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 1458px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0758,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 389px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0759,/site-map/,ordered-card-strong p-5 md:p-6,ordered-card-strong p-5 md:p-6,Develop the page's primary narrative or task,section depth 3; 603px,Narrative,substantial,same canvas / spacing gap,surface reset
S0760,/site-map/,Page information,site-shell page-provenance,"Expose review status, ownership, and decision boundary",aside depth 0; 108px,Instrument,supporting,surface reset,same canvas / spacing gap
S0761,/thesis/,site-shell info-page__masthead grid gap-10,site-shell info-page__masthead grid gap-10,Orient the visitor and establish the page promise,section depth 1; 624px,Brand,substantial,same canvas / spacing gap,same canvas / spacing gap
S0762,/thesis/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 955px,Narrative,dominant,same canvas / spacing gap,same canvas / spacing gap
S0763,/thesis/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 894px,Narrative,substantial,same canvas / spacing gap,surface reset
S0764,/thesis/,Sense,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 213px,Narrative,supporting,surface reset,same canvas / spacing gap
S0765,/thesis/,Model,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 213px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0766,/thesis/,Decide,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 213px,Narrative,supporting,same canvas / spacing gap,same canvas / spacing gap
S0767,/thesis/,Verify,ordered-card-strong p-6,Develop the page's primary narrative or task,article depth 3; 213px,Narrative,supporting,same canvas / spacing gap,surface reset
S0768,/thesis/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 661px,Narrative,substantial,surface reset,same canvas / spacing gap
S0769,/thesis/,site-shell section-y,site-shell section-y,Develop the page's primary narrative or task,section depth 1; 924px,Narrative,dominant,same canvas / spacing gap,surface reset
S0770,/thesis/,ordered-card-strong scroll-mt-24 p-5 md:p-7,ordered-card-strong scroll-mt-24 p-5 md:p-7,Develop the page's primary narrative or task,section depth 3; 732px,Narrative,substantial,surface reset,surface reset
S0771,/thesis/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 633px,Narrative,substantial,surface reset,same canvas / spacing gap
S0772,/thesis/,band section-y,band section-y,Develop the page's primary narrative or task,section depth 1; 887px,Narrative,substantial,same canvas / spacing gap,surface reset
S0773,/thesis/,Process monitoring,ordered-card p-5,Develop the page's primary narrative or task,article depth 4; 130px,Narrative,supporting,surface reset,same canvas / spacing gap
